provider,asn,operator,country_count,country_examples,observed_records_bucket,prefix_count,avg_confidence,data_origin
VPN Jantit,62214,RACKFOREST-AS,1,Hungary,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,9198,KAZTELECOM-AS,1,Kazakhstan,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,9658,"ETPI-IDS-AS-AP Eastern Telecoms Phils., Inc.",1,Philippines,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,30083,AS-30083-US-VELIA-NET,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,395954,LEASEWEB-USA-LAX,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,46475,LIMESTONENETWORKS,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,59711,HZ-EU-AS,1,Bulgaria,lt-50,2,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,8280,SYNAPSECOM-AS SYNAPSECOM TELECOMS S.A.,1,Greece,lt-50,2,70.0,VPN-Infrastructure-Atlas
VPN.ac,11831,ESECUREDATA,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,32489,AMANAHA-NEW,1,Canada,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN.ac,7203,LEASEWEB-USA-SFO,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNSecure,12876,Online SAS,1,France,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPNSecure,212238,CDNEXT,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,36007,KAMATERA,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPNSecure,43376,DOT,1,Romania,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,47987,DELTAHOST-KYIV,1,Ukraine,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPNUK,12876,Online SAS,1,France,lt-50,2,82.5,VPN-Infrastructure-Atlas
VPNUK,33387,NOCIX,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPNUK,49367,ASSEFLOW,1,Italy,lt-50,2,95.0,VPN-Infrastructure-Atlas
Vpnbook,16276,OVH,1,France,lt-50,2,78.0,VPN-Infrastructure-Atlas
WorldVPN,21100,ITLDC-EU,1,Netherlands,lt-50,2,88.0,VPN-Infrastructure-Atlas
WorldVPN,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",2,China; Philippines,lt-50,2,88.0,VPN-Infrastructure-Atlas
WorldVPN,8254,ROUTE95,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
Zoogvpn,200000,UKRAINE-AS,1,Ukraine,lt-50,2,78.0,VPN-Infrastructure-Atlas
Zoogvpn,212238,CDNEXT,1,United Kingdom,lt-50,2,78.0,VPN-Infrastructure-Atlas
Zoogvpn,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,Germany,lt-50,2,78.0,VPN-Infrastructure-Atlas
Zoogvpn,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,2,78.0,VPN-Infrastructure-Atlas
uVPN,24940,HETZNER-AS,1,Germany,lt-50,2,70.0,VPN-Infrastructure-Atlas
Anonvpn,30058,FDCSERVERS,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Anonvpn,32489,AMANAHA-NEW,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Anonvpn,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
AnonymousVPN,12876,Online SAS,1,France,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,1299,"TWELVE99 Arelion, fka Telia Carrier",1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,15440,BALTNETA Customers AS,1,Lithuania,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,202401,WEBHOSTING24-AS Webhosting24 GmbH,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,204957,GREENFLOID-AS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,24971,MASTER-AS Czech Republic  www.master.cz,1,Czechia,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,3281,SIA_2CLOUD,1,Latvia,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,329184,Host-Africa-AS2,1,South Africa,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,48031,XSERVERCLOUD,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,49367,ASSEFLOW,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,52173,MAKONIX,1,Latvia,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,61317,ASDETUK www.heficed.com,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,63473,HOSTHATCH,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,6718,NAV NAV Communications,1,Romania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Astrill,17356,VERMONT-TELE,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,214789,NOVA-CLOUD-,1,Kazakhstan,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,25467,AKTON-AS Akton Autonomous System,1,Slovenia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,42708,GLESYS glesys.com,1,Sweden,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,45731,"ARDH-AS-ID ARDH GLOBAL INDONESIA, PT",1,Indonesia,lt-50,1,80.0,VPN-Infrastructure-Atlas
Astrill,4760,HKTIMS-AP HKT Limited,1,Hong Kong,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,48011,DIGITURUNC,1,Türkiye,lt-50,1,80.0,VPN-Infrastructure-Atlas
Astrill,5650,FRONTIER-FRTR,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
AzireVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,137373,IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES,1,Indonesia,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,18747,IFX18747,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,23959,OWL-AS-AP Owl Limited,1,Vanuatu,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,3236,SERVER server.ua,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,328915,MANN-IT-AS,1,South Africa,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,394256,CLOUDSINGULARITY,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,40028,AS40028 - 1651884 Ontario Inc.,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,61292,BLXGRP,1,Norway,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,63018,DEDICATED,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
BTGuard,20473,AS-VULTR,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
BTGuard,32489,AMANAHA-NEW,1,Canada,lt-50,1,70.0,VPN-Infrastructure-Atlas
BTGuard,8849,MELBICOM-EU-AS Melbikomas UAB,1,Lithuania,lt-50,1,70.0,VPN-Infrastructure-Atlas
CCrypto VPN,11878,TZULO,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
CCrypto VPN,207083,HOSTSLIM-GLOBAL-NETWORK,1,Estonia,lt-50,1,88.0,VPN-Infrastructure-Atlas
CactusVPN,12876,Online SAS,1,France,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,133398,TELE-AS Tele Asia Limited,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,138915,KAOPU-HK Kaopu Cloud HK Limited,1,Japan,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,14586,NUCLEARFALLOUT-CHI,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,204094,I4W,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,211154,MFBANKA-AS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,212238,CDNEXT,1,Japan,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,268581,QNAX LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,30058,FDCSERVERS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,31034,ARUBA-ASN,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,3236,SERVER server.ua,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,32374,NUCLEARFALLOUT-LAX,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,32751,NUCLEARFALLOUT-SEA,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,393458,NUCLEARFALLOUT-ATL,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,396356,LATITUDE-SH,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,400475,NUCLEARFALLOUT-DAL,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,401263,NUCLEARFALLOUT-NYC,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,44259,ULTAHOST-AP-AS,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,44388,"TOPHOST-MD-AS R.Moldova, Chisinau, Paris 18A",1,Moldova,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,51852,PLI-AS,1,Switzerland,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,62068,SPECTRAIP SpectraIP B.V.,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,6698,VIRTUALSYSTEMS,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,9009,M247,1,Spain,lt-50,1,95.0,VPN-Infrastructure-Atlas
CyberGhost,4213,EVOCATIVE-GLOBAL,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
CyberGhost,45671,AS45671-NET-AU Wholesale Services Provider,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
EasyHideIP,42708,GLESYS glesys.com,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,206991,IXIR,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,30633,LEASEWEB-USA-WDC,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,37153,xneelo,1,South Africa,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,48031,XSERVERCLOUD,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,58325,BANDWIDTH-ASIA,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,59787,WEBHS WEBSP LDA,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
FlowVPN,12876,Online SAS,1,France,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,132839,POWERLINE-AS-AP POWER LINE DATACENTER,1,Hong Kong,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,136052,IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia,1,Indonesia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,Australia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,149440,EVOXTENTERPRISE-AS-AP Evoxt Enterprise,1,Malaysia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,15083,INFOLINK-MIA-,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,15440,BALTNETA Customers AS,1,Lithuania,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,17497,LGHL-AS-AP Liasail Global Hongkong Limited,1,Hong Kong,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,197075,ACTIVENETWORK-AS Active Network S.p.A.,1,Italy,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,197648,CL8ASN1,1,Cyprus,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,199653,ARUBAFR-AS,1,Italy,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,201011,CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,202759,FAIRYHOSTING,1,Estonia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,203156,RELAYIFY-LLC,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,203210,SZYBKINET,1,Poland,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,203647,WORLDBUS,1,Georgia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,207108,AHCLOUD,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,207992,FEELB,1,France,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,213167,CHOCIZ-AS,1,India,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,215052,DINSERVGRO-NET,1,Denmark,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,215730,H2NEXUS-AS,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,22439,PERFECT-INTERNATIONAL,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,23352,SERVERCENTRAL,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,24679,SSERV-AS,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,24768,ALMOUROLTEC,1,Portugal,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,25369,BANDWIDTH-AS,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,28423,Truxgo S. de R.L de C.V,1,Mexico,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,29049,DELTA-TELECOM-AS International Communication Operator,1,Azerbaijan,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,29951,SYPTEC-NOC,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,31034,ARUBA-ASN,1,Italy,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,329268,SS7-AS,1,Tunisia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,33387,NOCIX,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,35661,VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat.,1,France,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,36007,KAMATERA,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,36351,SOFTLAYER,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,38001,NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd,1,Singapore,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,394065,ESSENSYSINC,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,401443,WAP-AC,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,40244,TURNKEY-INTERNET,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,40994,"ALWYZON Alwyzon, a trading name of Hohl IT e.U.",1,Austria,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,41798,TTC-AS JSC Transtelecom,1,Kazakhstan,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,42708,GLESYS glesys.com,1,Sweden,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,44684,MYTHIC Mythic Beasts Ltd,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,44709,CLOUDWEBMANAGE-,1,Israel,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,47264,LDEX,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,47987,DELTAHOST-KYIV,1,Ukraine,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,48753,AVAHOHST,1,Moldova,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,49592,PIPE-NET pipehost.net,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,50837,CLOUDSIGMA-AS,1,Switzerland,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,50979,ITL-LV,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,51519,KARABRO Karabro AB,1,Sweden,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,52368,ZAM LTDA.,1,Chile,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,52423,Data Miners S.A.  Racknation.cr,1,Costa Rica,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,52469,Offshore Racks S.A,1,Panama,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,53850,GORILLASERVERS,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,54643,IDIGITAL,1,Canada,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,56630,MELBICOM-EU-AS Melbikomas UAB,1,Lithuania,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,59364,VHOST-HOLDINGS-SG vHost Holdings Pte Ltd,1,Singapore,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,59895,BINARYRACKS-AS,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,61138,ZAPPIE-HOST-AS Zappie Host,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,61211,SETCOR,1,Croatia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,61317,ASDETUK www.heficed.com,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,61493,InterBS S.R.L. BAEHOST,1,Argentina,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,64080,SYN-UK SYN,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,64457,PIPEHOST-AS PIPEHOST,1,Austria,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,6698,VIRTUALSYSTEMS,1,Ukraine,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,835,GOCODEIT-EDGE,1,Canada,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,8648,ONE-NETWORK,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,8849,MELBICOM-EU-AS Melbikomas UAB,1,Lithuania,lt-50,1,70.0,VPN-Infrastructure-Atlas
FreeVPN,133210,ENTECHNOLOGIES-AS-AP EN Technologies Pte Ltd,1,Singapore,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,208208,CYBERSE Cyberse GmbH & Co. KG,1,Germany,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,214677,DELUXHOST,1,Netherlands,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,214790,BRAINOZA,1,Estonia,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,26383,ASNET,1,Finland,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,36352,AS-COLOCROSSING,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,399646,DARTNODE,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,41745,FORTIS-AS Hosting services,1,Germany,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,52173,MAKONIX,1,Sweden,lt-50,1,88.0,VPN-Infrastructure-Atlas
FreeVPN,63023,AS-GLOBALTELEHOST,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
Freevpn,12876,Online SAS,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Freevpn,16276,OVH,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Freevpn,49981,WORLDSTREAM,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Froot,11831,ESECUREDATA,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Froot,16276,OVH,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Froot,36666,GTCOMM,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Froot,51852,PLI-AS,1,Panama,lt-50,1,78.0,VPN-Infrastructure-Atlas
Froot,54643,IDIGITAL,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Froot,62563,AS-GLOBALTELEHOST,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Froot,62904,AS62904 - Eonix Corporation,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,13213,UK2NET-AS,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,18978,ENZUINC-,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,213035,AS-SERVERION Serverion B.V.,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,30736,ASERGO-AS,1,Denmark,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,32489,AMANAHA-NEW,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,34989,SERVETHEWORLD-AS,1,Norway,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,399471,AS-SERVERION,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,42708,GLESYS glesys.com,1,Sweden,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,45671,AS45671-NET-AU Wholesale Services Provider,1,Australia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,47521,IPHOST .GR IpDomain,1,Greece,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,51852,PLI-AS,1,Panama,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,60068,CDN77 _,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,6364,ATLANTIC-NET-1,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
GhostPath,10297,ENET-2,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,10929,ESTRUXTURE-QC-10929,1,Canada,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,134094,"SERVERFIELD-AS Serverfield Co., Ltd.",1,Türkiye,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,14061,DIGITALOCEAN-ASN,1,India,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,16276,OVH,1,France,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,174,COGENT-174,1,Czechia,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,198203,ASN-ROUTELABEL,1,Netherlands,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,199319,VOICE-NET-AS,1,Poland,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,201011,CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK,1,Germany,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,202759,FAIRYHOSTING,1,Estonia,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,20454,SSASN2,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,205053,AWEB-ASN,1,Greece,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,21581,M5HOSTING,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,28099,iHosting Servicios Internet Ltda.,1,Chile,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,29302,HSI-EUROPE,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,29691,NINE,1,Switzerland,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,29802,HVC-AS,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,30058,FDCSERVERS,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,31122,DIGIWEB-AS,1,Ireland,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,31863,DACEN-2,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,33083,AXCELX-NET,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,33387,NOCIX,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,34971,PDDA-AS,1,Netherlands,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,36114,VERSAWEB-ASN,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,3842,RAMNODE,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,39020,COMVIVE-AS Seville - Spain,1,Spain,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,39326,HSO-GROUP,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,397423,TIER-NET,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,40156,THEOPT-HOU,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,43289,TRABIA,1,Moldova,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,45032,FABIT-AS,1,Denmark,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,45146,RAJASA-AS-ID-AP PT. Raja Sepadan Abadi,1,Indonesia,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,45413,SERVENET-AS-TH-AP ServeNET Solution Limited Partnership,1,Thailand,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,46015,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,1,Malaysia,lt-50,1,88.0,VPN-Infrastructure-Atlas
